CID,Decline,Defect,Profit,Revenue,Balance,NetRev,FeeRev,ODFeeRev,Cost,Xsell
397,1,0,2.36,17.82,3189.21,16.63,1.19,0,-15.46,4
398,1,0,38.6,43.62,620.09,3.3,40.32,21,-5.02,2
399,1,1,-1.43,0,0,0,0,0,-1.43,1
400,1,0,106.26,115.45,20662.27,97.93,17.52,0,-9.190001,2
401,1,0,14.5,19.69,571.63,3.06,16.63,0,-5.19,4
402,0,0,24.46,35.12,5997.38,21.86,13.26,0,-10.66,2
403,1,0,8.79,21.48,1921.2,10.18,11.3,0,-12.69,2
404,1,1,192.22,198.8,187.27,1,197.8,184,-6.58,1
405,1,0,57.75,74.91,639.03,3.41,71.5,56,-17.16,2
406,0,0,0.3099998,16.99,539.69,2.9,14.09,0,-16.68,3
407,1,0,24.26,34.88,3003.83,15.09,19.79,0,-10.62,2
408,1,0,8.5,14.98,79.69,0.44,14.54,0,-6.48,2
409,1,1,20.27,29.07,3801.54,20.37,8.7,0,-8.8,1
410,1,0,0.93,8.11,520.13,2.67,5.44,0,-7.18,1
411,1,0,27.09,37.4,4759.14,24.03,13.37,0,-10.31,2
412,1,0,16.4,20.63,1809.86,9.13,11.5,0,-4.23,2
413,1,0,16.75,29.41,5828.96,26.72,2.69,0,-12.66,3
414,1,0,69.43,80.61,4488.12,24.06,56.55,0,-11.18,1
415,1,0,13.7,23,2123.33,11.31,11.69,0,-9.3,2
416,1,0,3.17,8.24,417.18,2.24,6,0,-5.07,1
417,1,0,37.6,42.98,4758.96,25.52,17.46,0,-5.38,1
418,1,0,33.09,62.9,21735.08,40.14,22.76,0,-29.81,2
419,1,1,22.07,26.97,18.82,0.1,26.87,18,-4.9,2
420,0,0,-5.51,1.14,231.11,1.14,0,0,-6.65,2
421,1,0,7.27,17.1,1263.36,6.77,10.33,0,-9.83,1
422,1,0,5.37,21.39,68.1,0.36,21.03,0,-16.02,1
423,0,0,31.26,45.71,294.35,1.58,44.13,27,-14.45,1
424,1,1,320.72,324.96,-7.13,-0.04,325,325,-4.24,1
425,1,0,238.79,249.2,235.88,1.27,247.93,237,-10.41,1
426,0,1,10.74,13.89,900.05,3.89,10,0,-3.15,1
427,1,0,-0.75,0.04,6.45,0.04,0,0,-0.79,1
428,1,0,-3.91,0.04,7.5,0.04,0,0,-3.95,1
429,1,0,22.93,55.73,1867.04,10.01,45.72,0,-32.8,2
430,1,1,25.73,33.33,1627.18,7.77,25.56,0,-7.6,2
431,1,0,15.01,30.56,103.73,0.56,30,30,-15.55,1
432,1,0,-4.91,24.05,727.14,3.58,20.47,0,-28.96,2
433,0,0,0.35,7.32,876.77,4.32,3,0,-6.97,1
434,1,0,73,89.9,126.74,0.65,89.25,30,-16.9,2
435,1,0,24.65,34.49,1772.96,9.51,24.98,0,-9.84,1
436,0,0,40.15,49.12,7655.1,38.53,10.59,0,-8.97,3
437,1,0,-16.36,3.82,710.8,3.82,0,0,-20.18,1
438,0,0,39.1,55.98,417.26,2.23,53.75,28,-16.88,2
439,1,0,80.01,85.93,2351.05,12.6,73.33,72,-5.92,2
440,1,0,8.3,13.75,2563.51,13.75,0,0,-5.45,4
441,1,0,6.72,16.07,1920.6,10.29,5.78,0,-9.349999,2
442,0,0,19.31,49.09,2292.28,12.2,36.89,0,-29.78,2
443,1,0,10.51,20.79,409.53,2.19,18.6,0,-10.28,2
444,0,0,23.74,40.49,1914.44,10.14,30.35,0,-16.75,2
445,1,0,17.69,24.97,175.85,0.94,24.03,18,-7.28,1
446,1,0,-0.7,0.52,96.77,0.52,0,0,-1.22,1
447,1,0,21.8,32.63,2751.56,13.68,18.95,0,-10.83,8
448,1,1,690.25,697.48,130.75,0.7,696.78,675,-7.23,1
449,1,0,-0.29,6.03,4.59,0.03,6,0,-6.32,2
450,1,0,16.07,22.3,788.32,4.22,18.08,0,-6.23,1
451,1,0,-2.78,1.75,325.29,1.75,0,0,-4.53,1
452,1,1,-5.43,0.2,37.07,0.2,0,0,-5.63,1
453,0,0,34.06,44.49,741.33,3.97,40.52,30,-10.43,1
454,1,1,31.73,40.82,594.91,3.19,37.63,24,-9.09,1
455,0,0,3.83,8.31,1666.16,8.31,0,0,-4.48,1
456,1,0,38.91,55.27,423.58,2.2,53.07,30,-16.36,2
457,1,0,8.76,14.46,828.3,4.56,9.9,0,-5.7,1
458,1,0,199.51,229.17,1743.53,9.26,219.91,177,-29.66,4
459,0,0,-1.12,1.73,322.58,1.73,0,0,-2.85,1
460,1,0,-0.85,0.31,6.45,0.04,0.27,0,-1.16,1
461,1,0,3.49,8.28,366.81,1.96,6.32,0,-4.79,1
462,1,0,37.14,49.51,3014.93,13.36,36.15,0,-12.37,2
463,1,0,26.11,36.23,611.77,3.23,33,24,-10.12,2
464,1,0,-3.13,0.9,182.96,0.9,0,0,-4.03,1
465,0,0,66.19,75.39999,97.71,0.52,74.88,45,-9.21,2
466,1,0,-2.47,2.24,129.39,0.7,1.54,0,-4.71,1
467,1,0,19.34,24.04,3552.17,19.04,5,5,-4.7,2
468,1,0,-3.42,13.48,1189.13,6.38,7.1,0,-16.9,3
469,1,0,-4.34,5.29,220.02,1.18,4.11,0,-9.63,1
470,1,0,-0.42,9.610001,595.62,3.16,6.45,0,-10.03,2
471,0,0,26.62,34.26,6018.8,30.41,3.85,0,-7.64,2
472,1,0,15.81,27.43,846.42,4.53,22.9,0,-11.62,1
473,0,0,1.42,24.98,14797.18,9.98,15,0,-23.56,4
474,1,0,33.44,41.13,7697.31,40.64,0.49,0,-7.690001,2
475,1,0,69.58,90.77,9461.06,43.85,46.92,0,-21.19,4
476,1,0,16.48,23.06,1471.44,7.88,15.18,0,-6.58,2
477,1,0,21.77,31.07,3467.97,18.59,12.48,0,-9.3,1
478,1,0,10.54,23.91,63.36,0.34,23.57,0,-13.37,1
479,1,0,66.96,92.24,408.19,2.01,90.23,84,-25.28,2
480,1,0,32.16,43.2,3720.63,18.71,24.49,0,-11.04,2
481,0,0,-6.11,5.57,920.41,4.37,1.2,0,-11.68,2
482,1,1,81.54,97.18,175.13,0.94,96.24,84,-15.64,1
483,1,0,15.32,25,4662.18,25,0,0,-9.68,1
484,1,0,-0.78,0.78,145.16,0.78,0,0,-1.56,2
485,0,0,46.64,54.44,8572.01,45.94,8.5,0,-7.8,1
486,1,0,25.78,42.64,826.6,4.44,38.2,30,-16.86,1
487,0,0,10.02,15.71,334.22,1.79,13.92,0,-5.69,1
488,1,0,80.49,93.76,289.63,1.56,92.2,84,-13.27,2
489,1,0,36.14,46.3,1691.82,8.87,37.43,0,-10.16,2
490,1,0,17.98,35.75,228.52,1.21,34.54,30,-17.77,2
491,1,0,12.9,19.72,722.39,3.87,15.85,0,-6.82,1
492,1,1,5.7,12.37,572.54,3.06,9.31,0,-6.67,2
493,1,0,88.4,99.74,336.97,1.81,97.93,84,-11.34,1
494,1,0,-0.77,4.19,408.68,2.19,2,0,-4.96,1
495,1,0,-0.18,8.07,1645.13,8.07,0,0,-8.25,1
496,1,0,8.42,20.01,1935.6,10.2,9.81,0,-11.59,2
497,1,0,30.08,34.21,3861.54,20.71,13.5,0,-4.13,1
498,0,0,36.68,43.07,11241.41,43.07,0,0,-6.39,2
499,1,0,10.99,19.04,581.9,3.08,15.96,0,-8.05,2
500,1,0,4.01,9.24,1729.15,9.24,0,0,-5.23,2
501,1,0,50.91,72.57,3400.2,18.07,54.5,0,-21.66,3
502,1,0,0.48,7.24,284.73,1.52,5.72,0,-6.76,1
503,0,0,-2.11,6.6,1120.23,6,0.6,0,-8.71,1
504,0,0,6.37,11.05,2063.19,11.05,0,0,-4.68,1
505,1,0,4.66,12.51,931.44,5,7.51,0,-7.85,1
506,0,0,-2.78,4.68,940.9301,4.68,0,0,-7.46,2
507,1,1,-5.44,0.38,71.77,0.38,0,0,-5.82,1
508,0,0,-4.96,15.54,35.22,7.54,8,0,-20.5,2
509,1,0,-1.57,10.29,402.56,2.16,8.13,0,-11.86,1
510,1,0,-0.75,0.04,6.45,0.04,0,0,-0.79,1
511,1,0,151.92,166.84,36815.88,141.3,25.54,0,-14.92,2
512,1,0,8.88,14.57,2729.25,14.57,0,0,-5.69,2
513,1,0,65.88,72.93,13617.27,69.69,3.24,0,-7.05,2
514,0,0,49.03,60.48,3833.12,19.25,41.23,0,-11.45,2
515,1,0,68.56,112.45,692.87,3.71,108.74,0,-43.89,1
516,1,0,29.71,39.65,1740.05,9.32,30.33,0,-9.94,1
517,1,0,-1.87,1.3,51.53,0.27,1.03,0,-3.17,1
518,1,0,7.01,20.73,596.82,3.11,17.62,0,-13.72,2
519,1,0,85.18,96.13,122.87,0.66,95.47,78,-10.95,1
520,0,0,15.48,21.12,1743.68,8.07,13.05,0,-5.64,1
521,1,1,140.76,153.33,585.43,3.14,150.19,120,-12.57,1
522,1,0,33.76,55.19,31.73,0.17,55.02,28,-21.43,1
523,1,1,-3.87,3.92,121.21,0.61,3.31,0,-7.79,2
524,1,0,-3.69,5.45,298.22,1.6,3.85,0,-9.14,1
525,0,0,115.94,123.54,21316.04,114.24,9.3,0,-7.6,1
526,1,0,9.04,15.42,2314.12,11.28,4.14,5,-6.38,1
527,1,0,-2.71,3.36,109.79,0.59,2.77,0,-6.07,1
528,1,0,13.04,18.83,864.96,4.62,14.21,0,-5.79,4
529,1,1,3.81,9.88,681.79,3.65,6.23,0,-6.07,1
530,1,0,-1.690001,9.41,1687.16,8.69,0.7200003,0,-11.1,4
531,1,0,16.26,23.25,238.51,1.29,21.96,0,-6.99,1
532,1,0,18.89,26.26,786.62,4.21,22.05,0,-7.37,1
533,1,0,46.42,61.03,512.29,2.6,58.43,50,-14.61,1
534,1,0,-5.16,1.01,99.91,0.54,0.47,0,-6.17,1
535,1,0,23.17,42.06,353.77,1.89,40.17,25,-18.89,2
536,1,0,-0.26,8.01,555.15,2.98,5.03,0,-8.27,1
537,1,1,-3.64,1.3,96.19,0.43,0.87,0,-4.94,1
538,1,0,-6.21,8.26,414.71,2.06,6.2,0,-14.47,2
539,1,0,-2.62,1.3,241.35,1.3,0,0,-3.92,1
540,1,0,45.74,52.61,9069.75,48.56,4.05,0,-6.87,2
541,1,0,-6.48,0.56,103.43,0.56,0,0,-7.04,2
542,1,0,0.08,5.71,1066.47,5.71,0,0,-5.63,1
543,1,0,13.23,23.12,940.03,5.03,18.09,0,-9.89,1
544,1,0,-3.54,9.4,1610.62,7.89,1.51,0,-12.94,2
545,1,0,14.63,21.92,1359.5,7.29,14.63,0,-7.29,1
546,1,0,120.89,128.69,72.27,0.38,128.31,120,-7.8,2
547,1,0,22.14,37.68,867.21,4.21,33.47,28,-15.54,2
548,1,0,28.87,39.33,872.65,4.68,34.65,0,-10.46,2
549,1,0,20.21,27.57,2357.38,12.64,14.93,0,-7.36,1
550,1,0,1.72,4.72,1353.87,4.72,0,0,-3,2
551,0,0,59.39,77.93,13634.12,64.93,13,0,-18.54,4
552,1,0,19.12,24.7,693.94,3.72,20.98,0,-5.58,1
553,1,0,23.15,29.68,700.01,3.71,25.97,0,-6.53,2
554,1,0,1.94,5.13,22.11,0.12,5.01,0,-3.19,1
555,1,0,170.54,179.41,953.93,5.11,174.3,120,-8.87,1
556,1,0,30.45,36.22,1594.97,8.52,27.7,0,-5.77,2
557,1,0,-0.3400002,19.72,783.29,3.81,15.91,0,-20.06,2
558,0,0,-2.26,3.52,472.77,2.53,0.99,0,-5.78,1
559,0,0,23.47,37.3,8420.729,37.3,0,0,-13.83,2
560,0,0,-5.08,1.86,357,1.86,0,0,-6.94,2
561,1,0,12.96,27.66,-16.8,-0.09,27.75,0,-14.7,2
562,1,0,-3.72,10.86,288.85,1.56,9.3,5,-14.58,1
563,1,0,189.95,211.85,1194.99,6.3,205.55,139,-21.9,4
564,1,0,5.95,17.63,24.52,0.13,17.5,0,-11.68,1
565,1,0,11.86,46.84,854.32,4.57,42.27,25,-34.98,2
566,0,0,6.14,10.34,1928.43,10.34,0,0,-4.2,1
567,1,0,5.81,17.65,26.33,0.15,17.5,0,-11.84,1
568,0,0,-6.48,8,668.53,3.56,4.44,0,-14.48,3
569,1,0,-9.71,2.28,224.23,1.21,1.07,0,-11.99,2
570,1,0,19.49,30.18,134.82,0.73,29.45,28,-10.69,1
571,1,1,263.52,281.07,-5463.35,-29.28,310.35,277.5,-17.55,2
572,0,0,151.75,162.46,42701.17,120.7,41.76,0,-10.71,2
573,1,0,72.57999,96.83,932.91,4.93,91.9,27,-24.25,2
574,1,0,23.06,38.39,495.04,2.65,35.74,33,-15.33,1
575,1,0,2.54,14.43,428.56,2.3,12.13,0,-11.89,2
576,0,0,-0.15,3.06,378.78,1.99,1.07,0,-3.21,1
577,0,1,-2.63,0.26,58.06,0.26,0,0,-2.89,2
578,0,0,78.61,82.99,396.63,2.14,80.85,75,-4.38,1
579,1,0,-1.66,0,0,0,0,0,-1.66,1
580,0,0,-2.41,0.34,64.52,0.34,0,0,-2.75,1
581,1,0,19.73,27.65,236.6,1.21,26.44,0,-7.92,1
582,0,0,8.06,15.43,1274.6,6.63,8.8,0,-7.37,2
583,1,0,26.28,42.91,172.28,0.92,41.99,0,-16.63,1
584,1,0,146.75,155.17,12854.53,68.9,86.27,0,-8.42,1
585,1,0,2.95,9.43,898.06,4.81,4.62,0,-6.48,1
586,1,0,12.74,20.97,594.05,3.17,17.8,0,-8.23,2
587,1,0,4.43,14.81,992.06,5.32,9.49,0,-10.38,2
588,1,0,-1.06,10.31,416.2,2.23,8.08,0,-11.37,1
589,1,0,8.05,21.18,412.58,2.21,18.97,0,-13.13,1
590,1,0,32.99,38.86,1043.74,5.59,33.27,0,-5.87,1
591,0,0,9.75,19.56,61.29,10.09,9.47,0,-9.81,1
592,1,0,16.92,22.77,227.86,1.22,21.55,0,-5.85,2
593,0,0,19.97,33.06,6064.16,27.08,5.98,0,-13.09,2
594,1,1,96.77,107.49,259.8,1.39,106.1,100,-10.72,1
595,1,1,13.82,28.87,548.39,2.93,25.94,0,-15.05,1
596,1,0,123.62,127.89,48.37,0.26,127.63,108,-4.27,2
597,1,0,21.76,29.19,4159.33,20.7,8.49,0,-7.43,2
598,0,0,-8.87,0.28,50,0.28,0,0,-9.15,2
599,1,0,18.57,31.11,301.1,1.61,29.5,0,-12.54,6
600,1,0,-2.06,5.77,492.13,2.64,3.13,0,-7.83,1
601,1,0,98.92,107.93,158.4,0.84,107.09,57,-9.01,1
602,1,0,6.09,24.54,526.97,2.82,21.72,0,-18.45,2
603,1,0,47.97,59.75,737.58,3.96,55.79,24,-11.78,1
604,0,0,-2.01,5.48,1087.05,5.48,0,0,-7.49,2
605,0,0,50.15,65.96,7847.32,35.22,30.74,0,-15.81,2
606,1,0,-4.42,7.94,306.32,1.64,6.3,0,-12.36,2
607,1,0,9.34,19.13,1224.82,6.36,12.77,0,-9.79,2
608,0,0,38.53,49.77,1966.33,10.14,39.63,0,-11.24,2
609,1,1,131.94,140.99,-23.36,-0.13,141.12,141,-9.05,1
610,1,0,8.22,22.11,602.68,3.21,18.9,0,-13.89,2
611,1,0,-1.11,0.11,19.35,0.11,0,0,-1.22,1
612,1,0,2.02,6.37,187.43,1,5.37,0,-4.35,1
613,1,0,27.09,34.37,1193.77,6.41,27.96,0,-7.28,1
614,1,0,60.49,65.63,14416.84,65.63,0,0,-5.14,1
615,1,0,4.05,16.07,76.73,0.41,15.66,0,-12.02,1
616,1,0,-14.82,13.92,906.44,4.27,9.65,0,-28.74,2
617,1,0,13.89,29.44,3965.79,19.72,9.72,0,-15.55,2
618,1,0,-2.63,1.98,369.6,1.98,0,0,-4.61,1
619,1,0,10.48,16.04,194.2,1.04,15,0,-5.56,1
620,1,0,-4.69,2.86,534.79,2.86,0,0,-7.55,2
621,0,0,-0.12,0,0,0,0,0,-0.12,1
622,1,0,16,27.5,7604.54,27.5,0,0,-11.5,3
623,1,0,39.1,48.82,1062.13,5.34,43.48,28,-9.72,4
624,0,0,7.8,17.55,808.26,4,13.55,0,-9.75,1
625,1,0,-1.98,6.57,63.21,0.34,6.23,0,-8.549999,2
626,1,0,15.23,21.31,4419.27,21.31,0,0,-6.08,1
627,1,0,56,62.01,16.46,0.09,61.92,60,-6.01,1
628,0,0,-3.28,8.04,826.9,4.44,3.6,0,-11.32,1
629,1,0,0.52,4.95,922.01,4.95,0,0,-4.43,1
630,1,0,-0.64,0.04,6.45,0.04,0,0,-0.68,1
631,0,0,-0.68,0.11,19.35,0.11,0,0,-0.79,1
632,0,0,5.18,14.31,2452.08,12.45,1.86,0,-9.13,2
633,1,0,116.1,125.3,57.19,0.3,125,125,-9.2,1
634,1,0,2.55,13.2,1379.75,7.37,5.83,0,-10.65,2
635,1,0,18.86,30.47,2022.32,9.860001,20.61,0,-11.61,2
636,0,0,1.45,11.1,265.42,1.42,9.68,0,-9.65,2
637,1,0,-5.39,1.44,301.46,1.44,0,0,-6.83,2
638,1,0,-5.75,2.38,445.45,2.38,0,0,-8.13,1
639,1,0,-3.67,11.26,1848.65,9.360001,1.9,0,-14.93,2
640,1,1,88.81,107.87,172.14,0.92,106.95,80,-19.06,1
641,0,0,25.72,31.2,1906.09,10.21,20.99,0,-5.48,1
642,0,0,15.7,23.37,1866.22,10.01,13.36,0,-7.67,1
643,1,0,57.24,70.36,5991.1,32.11,38.25,5,-13.12,2
644,0,0,16.84,26.95,2155.29,10.43,16.52,0,-10.11,2
645,1,0,1.08,4.47,3.15,0.02,4.45,0,-3.39,2
646,1,0,-6.04,7.4,88.72,0.48,6.92,0,-13.44,2
647,1,0,15.28,28.55,714.76,3.58,24.97,0,-13.27,2
648,1,0,-2.13,2.93,548.61,2.93,0,0,-5.06,2
649,1,0,59.22,66.55,96.49,0.52,66.03,60,-7.33,1
650,1,0,87.27,93.06,43.42,0.24,92.82,69,-5.79,4
651,0,0,36.33,57.44,10641.38,55.63,1.81,0,-21.11,2
652,1,0,-0.79,5.95,522.73,2.8,3.15,0,-6.74,1
653,1,1,7.37,13.44,912.78,4.89,8.55,0,-6.07,1
654,1,0,11.14,17.19,1155.55,6.19,11,0,-6.05,2
655,1,0,61.28,79.09,711.96,3.47,75.62,0,-17.81,2
656,1,0,5.51,19.55,714.81,3.84,15.71,0,-14.04,1
657,1,0,2.96,9.03,1675.1,8.98,0.05,0,-6.07,6
658,0,0,89.5,98.91,20438.14,94.56,4.35,0,-9.41,1
659,0,0,18.66,22.05,5028.06,22.05,0,0,-3.39,1
660,1,0,-1.91,5.52,457.31,2.45,3.07,0,-7.43,2
661,1,0,-0.29,0.12,24.93,0.12,0,0,-0.41,1
662,1,0,56.3,77.34,15734.45,72.16,5.18,0,-21.04,2
663,1,0,9.36,14.19,349.32,1.87,12.32,0,-4.83,1
664,1,0,2.91,9.589999,1793.71,9.5,0.09,0,-6.68,4
665,1,0,27.64,36.46,534.95,2.87,33.59,0,-8.82,2
666,1,0,-3.86,4.83,813.54,4.36,0.47,0,-8.69,1
667,0,0,-4.11,3.29,675.21,3.29,0,0,-7.400001,2
668,1,1,11.16,27.87,5294.48,21.33,6.54,0,-16.71,2
669,0,0,24.71,33.7,6400.01,33.39,0.31,0,-8.99,2
670,0,0,-0.56,7.27,1180.85,6.33,0.94,0,-7.83,1
671,1,0,-2.69,0.03,9.06,0.03,0,0,-2.72,1
672,1,0,33.16,38.25,4733.87,23.37,14.88,0,-5.09,6
673,0,0,25.02,32.2,7765.86,32.2,0,0,-7.18,2
674,0,0,-2.62,0.83,161.29,0.83,0,0,-3.45,2
675,1,0,2.82,20.13,1399.95,6.67,13.46,0,-17.31,2
676,1,0,35.53,62.81,1252.99,6.65,56.16,28,-27.28,3
677,1,0,29.6,39.28,6579.92,35.27,4.01,0,-9.68,1
678,1,0,7.86,14.94,1181.23,6.34,8.6,0,-7.08,2
679,1,0,-2.57,8.88,1143.45,5.97,2.91,0,-11.45,2
680,0,0,14.99,22.85,3341.54,18.35,4.5,0,-7.86,2
681,1,0,18.95,28.69,4384.8,19.09,9.6,0,-9.74,2
682,1,0,-2.52,5.78,624.43,3.35,2.43,0,-8.3,2
683,1,0,5.22,10.5,639.45,3.41,7.09,0,-5.28,2
684,1,0,30.06,39.39,2241.97,12.02,27.37,0,-9.33,1
685,0,1,-1.26,2.69,500,2.69,0,0,-3.95,1
686,1,1,12.8,19.47,-8.1,-0.04,19.51,18,-6.67,2
687,1,0,14.52,24.13,2045.01,10.97,13.16,0,-9.61,2
688,1,0,9.57,16.15,837.7,4.49,11.66,0,-6.58,2
689,0,0,-2.77,11.71,1915.05,10.27,1.44,0,-14.48,2
690,1,0,54.42,68.7,802.56,4.3,64.4,50,-14.28,1
691,1,0,-4.95,2.13,7.7,0.04,2.09,0,-7.08,2
692,1,0,44.83,50.69,3271.73,17.54,33.15,0,-5.86,1
693,1,0,3.29,7.42,1384.08,7.42,0,0,-4.13,1
694,1,0,-6.08,8.27,1459.57,7.67,0.6,0,-14.35,2
695,1,0,4.25,10.74,674.66,3.61,7.13,0,-6.49,1
696,1,0,5.14,10.94,523.42,2.81,8.13,0,-5.8,1
697,1,0,-3.74,0.27,50.84,0.27,0,0,-4.01,1
698,1,0,38.31,62.95,427.43,2.29,60.66,25,-24.64,1
699,1,0,0.8099999,17.85,1313.51,6.93,10.92,0,-17.04,3
700,0,0,17.94,33.92,1993.75,9.5,24.42,0,-15.98,2
701,1,0,12.46,25.42,2532.01,12.72,12.7,0,-12.96,2
702,1,0,23.18,31.53,791.86,4.24,27.29,0,-8.349999,2
703,0,0,411.76,429.46,74022.6,396.76,32.7,0,-17.7,1
704,1,0,17.81,32.51,272.5,1.46,31.05,0,-14.7,1
705,1,0,5.67,11.91,1143.42,6.13,5.78,0,-6.24,1
706,1,0,6.15,10.19,1901.61,10.19,0,0,-4.04,1
707,1,0,-7.42,0.58,112.07,0.58,0,0,-8,2
708,1,0,-10.36,5.27,434.17,2.09,3.18,0,-15.63,2
709,1,0,17.82,26.3,428.63,2.3,24,0,-8.48,1
710,1,0,11.35,18.24,1389.6,7.42,10.82,5,-6.89,2
711,1,0,5.32,14.66,973.59,5.22,9.44,0,-9.34,2
712,1,0,5.13,12.15,2269.68,11.81,0.34,0,-7.02,4
713,1,0,64.78,79.77,6078.89,32.45,47.32,0,-14.99,2
714,1,0,20.38,39.47,49527.41,18.52,20.95,0,-19.09,2
715,1,0,29.63,40.1,7283.49,39.04,1.06,0,-10.47,1
716,1,0,3.35,7.69,1436.38,7.69,0,0,-4.34,1
717,0,0,-1.37,16.32,1023.89,5.5,10.82,0,-17.69,2
718,1,0,1.78,6.15,1148.16,6.15,0,0,-4.37,1
719,1,0,14.5,32.59,543.14,2.9,29.69,25,-18.09,2
720,1,0,-0.72,9.38,837.6,3.88,5.5,0,-10.1,2
721,1,0,-3.19,1.06,198.63,1.06,0,0,-4.25,1
722,1,0,26.11,40.19,1004.11,5.33,34.86,5,-14.08,2
723,1,0,75.2,86.48,2398.78,11.46,75.02,55,-11.28,2
724,1,0,13.61,21.4,520.51,2.71,18.69,0,-7.79,2
725,1,0,25.53,39.28,1095.95,5.38,33.9,0,-13.75,2
726,1,0,51.11,67.48,8463.51,45.28,22.2,0,-16.37,4
727,1,0,-0.34,3.85,716.87,3.85,0,0,-4.19,1
728,1,0,-1.46,0.52,96.77,0.52,0,0,-1.98,1
729,1,0,-2.22,1.76,328.51,1.76,0,0,-3.98,1
730,1,0,5.12,9.22,1718.33,9.22,0,0,-4.1,1
731,1,0,180.67,189.3,694.91,3.38,185.92,168,-8.63,1
732,0,0,7.91,18.1,111.77,0.6,17.5,0,-10.19,1
733,1,0,8.35,18.5,1470.9,7.88,10.62,0,-10.15,1
734,1,0,43,53.1,2384.08,12.57,40.53,0,-10.1,2
735,1,0,70.7,83.49,691.13,3.61,79.88,0,-12.79,2
736,1,1,8.719999,12.88,1790.12,8.93,3.95,0,-4.16,2
737,1,0,-4.88,2.7,523.32,2.7,0,0,-7.58,2
738,1,0,-0.79,2.6,624.26,2.6,0,0,-3.39,1
739,1,1,1,21.42,280.81,1.5,19.92,0,-20.42,1
740,1,0,38.61,48.54,5723.3,30.68,17.86,0,-9.93,1
741,1,0,2.17,10.82,261.71,1.4,9.42,0,-8.65,1
742,1,0,71.17,79.45,1000.01,5.36,74.09,57,-8.28,1
743,1,0,379.66,391.89,-466.41,-2.54,394.43,342.5,-12.23,2
744,1,0,16.01,25.2,1612.86,8.63,16.57,0,-9.19,2
745,1,0,-0.97,4.05,262.07,1.4,2.65,0,-5.02,1
746,1,0,21.84,36.3,666.27,3.57,32.73,18,-14.46,4
747,1,0,-17.89,6.49,734.4,3.35,3.14,0,-24.38,2
748,1,0,42.36,48.77,433.93,2.33,46.44,25,-6.41,1
749,1,0,52.84,58.04,347.34,1.86,56.18,50,-5.2,1
750,1,0,-5.98,9.59,480.28,2.6,6.99,0,-15.57,1
751,0,0,0.9,6.1,612.43,3.29,2.81,0,-5.2,1
752,1,0,-4.18,10.91,137.74,0.61,10.3,0,-15.09,1
753,1,0,23.93,47.43,2042.91,10.95,36.48,0,-23.5,1
754,1,0,-5.58,1.88,350.39,1.88,0,0,-7.46,2
755,1,0,-4.32,0,0,0,0,0,-4.32,2
756,1,0,-3.41,0.56,105.17,0.56,0,0,-3.97,1
757,0,0,-5.97,1.64,308.39,1.64,0,0,-7.61,2
758,1,0,56.51,62.38,4040.93,20.25,42.13,0,-5.87,2
759,1,0,27.71,48.81,1233.28,6.26,42.55,0,-21.1,2
760,1,0,13.5,19.24,1279.79,6.86,12.38,0,-5.74,1
761,1,0,5.75,9.92,87.76,0.47,9.45,0,-4.17,2
762,1,0,2.96,8.73,736.9399,3.83,4.9,0,-5.77,2
763,0,0,29.4,35.49,1742.94,9.33,26.16,0,-6.09,1
764,0,0,44.17,51.3,802.64,4.3,47,24,-7.13,2
765,1,0,-3.19,2.26,463.38,2.26,0,0,-5.45,1
766,1,0,67.13,77.68,1060.34,5.68,72,72,-10.55,1
767,1,0,28.55,50.76,1124.88,6.01,44.75,0,-22.21,2
768,1,1,121.66,129.88,-8.03,-0.04,129.92,128,-8.22,1
769,1,0,19.98,27.37,7062.62,27.37,0,0,-7.39,2
770,1,0,66.85,81.57,1766.16,9.47,72.1,0,-14.72,1
771,1,0,115.39,121.33,900,4.75,116.58,84,-5.94,2
772,0,0,13,19.89,605.2,3.21,16.68,0,-6.89,3
773,1,0,124.96,149.9,355.29,1.9,148,57,-24.94,2
774,1,0,73.48,85.73,489.36,2.51,83.22,56,-12.25,1
775,1,0,144.76,152.29,477.56,2.56,149.73,140,-7.53,1
776,1,0,46.27,54.86,5151.86,25.17,29.69,0,-8.59,2
777,1,0,120.9,139.32,97850.98,40.91,98.41,0,-18.42,3
778,1,0,0.9100001,12.84,1061.08,5.44,7.4,0,-11.93,4
779,1,0,45.74,50.81,7342.9,39.35,11.46,0,-5.07,1
780,1,0,12.3,27.53,481.84,2.58,24.95,0,-15.23,1
781,0,0,15.29,26.51,4933.36,21.67,4.84,0,-11.22,2
782,0,0,6.96,11.26,2251.46,11.26,0,0,-4.3,1
783,1,0,5.3,12.56,2381.19,12.56,0,0,-7.26,2
784,1,0,1.32,5.63,1051.58,5.63,0,0,-4.31,1
785,1,0,10.45,23.04,863.97,4.18,18.86,0,-12.59,2
786,1,0,58.54,74.81,337.68,1.81,73,56,-16.27,1
787,1,0,-4.38,3.83,741.5,3.83,0,0,-8.21,2
788,0,0,-0.74,0.05,9.68,0.05,0,0,-0.79,1
789,1,0,4.08,22.36,2242.75,10.45,11.91,0,-18.28,2
790,1,0,-3.87,0.44,81.97,0.44,0,0,-4.31,1
791,0,0,15.11,25.92,2454,11.92,14,0,-10.81,2
792,0,0,4.19,11.92,606.45,3.1,8.82,0,-7.73,1
793,0,0,32.15,43.33,10131.36,43.33,0,0,-11.18,3
